Store,Dept,IsHoliday,Type,Size,Weekly_Sales,Date
26,48,0,2,136300.3459085348,115969.0674449034,2031-08-24
21,72,0,1,137830.8010312491,161951.29153080317,2031-08-31
39,59,0,3,135008.09018625598,142955.28897832936,2031-09-07
36,87,0,2,245206.82947865035,204735.64898895653,2031-09-14
33,93,0,3,231297.94576810318,217324.43256048695,2031-09-21
30,82,0,2,250000.0,190563.90848297952,2031-09-28
37,95,0,1,142047.73947999743,209481.77156323008,2031-10-05
23,94,0,2,164781.22443735474,211010.41493367514,2031-10-12
10,39,0,2,74167.87252896045,96288.81564198095,2031-10-19
5,99,0,1,223846.7213059137,224150.11518240924,2031-10-26
36,18,1,1,91611.02243660325,55837.06486330315,2031-11-02
34,59,0,3,160838.77818813146,148259.5006208753,2031-11-09
31,17,0,3,95134.87361835779,59413.20306128714,2031-11-16
10,14,1,1,120556.6586630652,54209.55627436066,2031-11-23
19,31,0,1,108136.87844751499,79480.96489832523,2031-11-30
32,24,0,1,119606.23696620911,66680.43041015224,2031-12-07
1,99,0,2,123043.86484255106,217285.88961307812,2031-12-14
5,60,0,2,122586.56025374614,141080.0031985537,2031-12-21
45,45,0,2,191666.69558901535,116570.64447473706,2031-12-28
4,98,0,1,94756.86034687399,216329.9691409065,2032-01-04
16,3,0,3,161027.07135069335,30837.039933929762,2032-01-11
24,37,1,1,210897.9576152779,101813.88600679336,2032-01-18
16,43,0,2,124340.1817743302,107914.41064825146,2032-01-25
2,40,0,2,114104.0554626199,98913.62436874602,2032-02-01
28,90,0,1,138473.76874098746,201106.38692056618,2032-02-08
32,55,0,1,208986.2604180355,132001.33235741657,2032-02-15
27,87,0,2,159705.38154766787,197594.48837502935,2032-02-22
20,39,1,2,123439.28526962007,104268.06551965725,2032-02-29
24,15,0,2,174193.83255940198,53131.014616530745,2032-03-07
12,4,0,1,94885.39250817883,25730.179654447835,2032-03-14
35,93,0,2,184067.9755221474,210772.17961897134,2032-03-21
33,86,0,2,170430.36538508837,195777.8025046971,2032-03-28
33,25,0,3,134609.5764430558,74273.5555787921,2032-04-04
43,13,0,1,108070.71007763845,45042.58484544783,2032-04-11
37,82,0,3,105665.95388582713,191590.53223127592,2032-04-18
12,33,0,3,176740.86681729552,94116.81780654304,2032-04-25
3,16,0,2,211449.0251244531,60564.68768604492,2032-05-02
1,42,1,1,118134.61264856026,105126.28678212108,2032-05-09
33,66,0,2,172919.33517757422,156961.48963746626,2032-05-16
40,55,0,1,50000.0,123305.26336205787,2032-05-23
10,99,0,3,120769.11346714002,220084.6058182932,2032-05-30
43,42,0,1,148447.0533564549,102943.60985290467,2032-06-06
44,34,0,2,104515.82915090832,91609.59012637257,2032-06-13
29,30,0,2,103174.6812605202,83058.7657203653,2032-06-20
13,13,0,2,116611.02217655569,48316.560552936586,2032-06-27
12,13,0,1,164609.63641631865,44165.08070103607,2032-07-04
31,18,0,3,140633.54907968125,61639.11615120819,2032-07-11
2,32,1,3,50000.0,91103.40001780348,2032-07-18
35,96,1,1,50000.0,212851.0724591572,2032-07-25
23,99,0,2,119656.74110714122,216295.24988839557,2032-08-01
17,39,0,3,172884.3293026776,103863.58076909414,2032-08-08
26,46,0,2,50000.0,110371.84447170257,2032-08-15
8,29,0,1,125013.49119241847,78323.25637865531,2032-08-22
29,62,0,2,123687.60717412895,141792.12471650657,2032-08-29
26,93,0,3,219416.8889104224,215646.5964945614,2032-09-05
10,62,0,3,130748.90941435682,149823.54301047575,2032-09-12
26,57,0,2,169149.4492370464,140156.69643888477,2032-09-19
34,16,0,1,157062.85700437316,54238.858018693536,2032-09-26
41,56,0,2,50000.0,131665.14263761762,2032-10-03
7,10,0,1,188410.36083158688,40820.63702817548,2032-10-10
4,30,0,2,160769.8252728144,80222.4869893941,2032-10-17
45,25,0,3,175413.43198372948,76984.56608506368,2032-10-24
11,84,0,1,250000.0,195503.26365041712,2032-10-31
29,5,0,1,50000.0,28286.90905504886,2032-11-07
36,65,0,1,236234.83248805543,156232.83982899832,2032-11-14
25,94,0,3,135627.62402998222,214640.06284710258,2032-11-21
21,49,0,2,164366.44522015046,122977.60155777946,2032-11-28
36,3,0,3,147724.3877349379,31273.981893225333,2032-12-05
10,45,0,1,128788.18333009782,109179.28857939765,2032-12-12
37,14,0,2,121508.35358806206,53413.55673105576,2032-12-19
9,30,0,3,166475.43677865044,85438.65582734878,2032-12-26
24,68,0,1,74141.31516641604,155936.6233397405,2033-01-02
35,18,1,1,187528.9583760883,62732.3916098203,2033-01-09
35,62,0,3,129190.2797557373,152110.37820597703,2033-01-16
36,37,0,3,93496.53304798211,94861.19663340403,2033-01-23
18,25,0,3,127499.35710020931,76546.77625733978,2033-01-30
39,48,0,1,212857.46084312865,118169.33277026119,2033-02-06
32,65,0,3,123233.24564918884,152331.12789861107,2033-02-13
24,53,0,1,167922.68091048102,127833.20213034595,2033-02-20
23,79,0,3,113452.18621422633,184691.55288790326,2033-02-27
32,73,0,1,187896.09249618097,166704.92174762205,2033-03-06
37,15,0,1,184275.3869395102,49215.73742605871,2033-03-13
12,49,0,2,242430.44166482057,125937.83255457111,2033-03-20
13,88,0,3,141221.80272503922,201886.2194786976,2033-03-27
23,68,0,3,183432.74023789534,165268.2762670038,2033-04-03
25,12,0,1,154903.37697694724,46644.35799157633,2033-04-10
35,59,0,1,214793.58909315072,141620.84909211256,2033-04-17
41,37,0,1,114058.38061956348,96413.92566056669,2033-04-24
30,61,0,2,187250.26564386406,147810.9827712638,2033-05-01
17,43,1,2,140265.13519416592,113320.4037476945,2033-05-08
20,70,0,1,146790.59114457513,157116.3948390231,2033-05-15
25,39,0,3,154587.62422241864,104204.06217048859,2033-05-22
22,56,0,3,162612.01982133387,138457.8271002444,2033-05-29
13,63,0,2,144188.54784390208,151130.03698475804,2033-06-05
19,46,0,2,160735.6591585263,116961.75020606002,2033-06-12
36,88,1,1,228905.90287810922,203086.55690064022,2033-06-19
12,11,0,3,199272.48428076092,51308.132986860124,2033-06-26
41,62,0,1,193457.72962484483,148015.94882470038,2033-07-03
19,77,0,2,127223.02369880647,179417.213903716,2033-07-10
12,98,0,3,105537.95858858379,222051.9058642573,2033-07-17
9,25,0,3,197765.02791188765,80409.94470421734,2033-07-24
7,71,0,2,193802.3396264897,167810.2889705548,2033-07-31
28,52,0,1,223633.5337875491,128958.30070022437,2033-08-07
14,4,0,1,119800.96870153853,29489.058236489243,2033-08-14
31,59,0,3,138522.56723198266,141260.57356663985,2033-08-21
19,72,0,2,68025.79187372829,162702.4109392525,2033-08-28
16,20,0,3,130376.44469695636,63973.68473733534,2033-09-04
5,93,0,2,199828.52552897236,212749.73251390088,2033-09-11
35,63,0,1,126675.23103859011,147794.20590323108,2033-09-18
12,54,0,2,182023.98976004118,131907.2509145599,2033-09-25
25,74,0,1,140474.84470010945,163243.13350006661,2033-10-02
21,98,0,2,166202.85141107804,219485.70108050495,2033-10-09
36,57,0,3,92615.43050921663,139457.71898949562,2033-10-16
23,90,0,1,154260.47248169506,201788.2834299845,2033-10-23
16,41,0,3,50000.0,104356.37249562115,2033-10-30
39,3,0,3,140655.19209190077,31472.77300084608,2033-11-06
45,6,0,1,68476.33781424299,25865.75541827258,2033-11-13
42,5,0,1,210299.7258273408,34545.57493461597,2033-11-20
39,5,0,3,188870.36763822555,36774.95476184203,2033-11-27
14,54,0,3,173333.54909830407,140034.8709216761,2033-12-04
31,47,0,3,226050.311357969,125443.52998460749,2033-12-11
5,87,0,3,102554.17395875814,196966.41209283,2033-12-18
35,49,0,1,237368.1598957779,121645.63750001164,2033-12-25
23,9,0,1,196609.57821301924,40644.590497423786,2034-01-01
29,99,0,3,138172.2356390527,223429.60793790914,2034-01-08
43,20,0,2,206781.0073591472,68572.71791901726,2034-01-15
11,61,0,2,94685.32437941829,143107.098558459,2034-01-22
18,35,0,1,108774.29192361631,86975.45111836375,2034-01-29
12,50,0,3,119570.51383801497,128759.40706221231,2034-02-05
9,82,0,3,123551.11459679923,189276.1723928804,2034-02-12
10,62,0,1,97172.11786198735,143396.28524503714,2034-02-19
44,17,0,2,211154.15335476625,59341.254652848795,2034-02-26
17,88,0,2,137057.2799815084,199579.09525456448,2034-03-05
38,3,0,2,167625.24841784398,31003.48240317859,2034-03-12
7,32,0,1,121482.43167931597,79294.82299977349,2034-03-19
13,99,0,2,58969.83497257414,220979.04196955,2034-03-26
40,13,0,1,163502.86791957112,49756.43231782365,2034-04-02
42,89,1,1,54387.25122901116,197924.9719291586,2034-04-09
9,73,1,3,146568.29769572656,175123.8754038746,2034-04-16
27,68,0,2,81584.24805835947,156774.33563052508,2034-04-23
2,14,0,1,249363.79996154038,53641.58539690581,2034-04-30
5,98,0,2,195568.1361087361,222489.74470256324,2034-05-07
29,11,0,2,155287.689563574,46147.539270566886,2034-05-14
37,56,0,3,213185.33388273342,142671.7486727485,2034-05-21
38,67,0,2,107684.20112671322,158278.82145511927,2034-05-28
19,92,0,3,177173.96893350466,212994.90485693252,2034-06-04
8,29,0,1,159990.52168593567,76900.2150864769,2034-06-11
45,9,0,2,163201.0040666835,44885.17590875908,2034-06-18
1,67,0,1,213617.6750053384,160962.1128772435,2034-06-25
22,25,0,2,186624.6051389901,81635.34372597368,2034-07-02
17,98,0,1,164436.18314125115,214974.82109058337,2034-07-09
7,76,0,2,67255.6281885852,171848.54543572981,2034-07-16
25,42,0,2,101997.68523602682,100935.68685542337,2034-07-23
45,9,0,2,143864.5533202138,42299.5259787691,2034-07-30
4,79,0,2,154668.61871383258,180637.03033935808,2034-08-06
36,40,0,2,93489.8137663038,104521.3822779651,2034-08-13
6,25,0,2,250000.0,76950.77005996283,2034-08-20
31,5,0,2,225819.70276267864,33912.61906219941,2034-08-27
19,11,1,2,180105.9160196242,51062.768319576164,2034-09-03
44,59,0,2,153601.84306418724,137729.1166107751,2034-09-10
39,98,0,1,139389.5515049424,217471.67648426173,2034-09-17
27,88,0,3,102404.07699888822,195990.03775743177,2034-09-24
10,79,0,2,153874.02592594313,181750.61645866348,2034-10-01
26,38,0,3,162887.62700713752,98988.75771064448,2034-10-08
19,72,0,2,87911.97122591878,163755.00295222265,2034-10-15
39,5,0,2,166708.82086224487,37622.19735472131,2034-10-22
3,48,0,1,142237.04755876257,116833.14816080972,2034-10-29
45,90,0,1,54609.62210613045,194003.49389537665,2034-11-05
13,18,0,3,106980.74946102491,60286.63049517307,2034-11-12
28,70,0,1,129319.72332891778,159502.0199105348,2034-11-19
20,37,0,1,244384.38286700952,100164.47983503729,2034-11-26
28,60,0,3,177827.65622668792,145157.66608477273,2034-12-03
8,48,0,1,83225.92154500543,114346.43062494493,2034-12-10
41,77,0,2,174301.81447088186,173306.30746033855,2034-12-17
39,28,0,3,72634.80055308172,77371.97092292647,2034-12-24
1,69,0,3,204134.55269435368,166230.1799498146,2034-12-31
3,77,0,2,126443.76740910608,177588.84202259776,2035-01-07
13,81,0,1,145318.19056304145,182311.17123350583,2035-01-14
28,40,0,3,216289.8323771095,107003.36551114291,2035-01-21
25,45,1,3,85641.82157078749,116312.10482690534,2035-01-28
33,96,0,2,80144.09074435044,212404.56455631234,2035-02-04
38,62,0,2,120820.03368269975,145882.86700040588,2035-02-11
6,93,0,1,201918.94255096582,207937.6989082768,2035-02-18
44,58,0,3,74032.69622615787,137739.96723228393,2035-02-25
45,67,0,1,50000.0,150892.33599431856,2035-03-04
32,56,1,1,127442.05707955005,135336.71770823907,2035-03-11
45,40,0,2,177587.03999554602,104703.16951171916,2035-03-18
21,98,0,3,210013.08748694145,229840.52755050815,2035-03-25
16,40,0,3,126841.93189573006,102494.73132101865,2035-04-01
21,91,0,3,129428.66964419988,203767.74801906067,2035-04-08
11,77,0,2,207695.03671278735,181951.93116523657,2035-04-15
37,33,0,2,56512.915015228966,83468.35962817325,2035-04-22
36,6,0,2,130573.96124084954,33892.22300655723,2035-04-29
35,88,0,2,159521.1944962529,198413.7469685504,2035-05-06
19,19,0,2,172460.9360642517,62103.446521677564,2035-05-13
20,80,1,3,124509.66534045587,193422.55949121548,2035-05-20
18,40,0,1,151722.05058529208,102190.35944650085,2035-05-27
41,92,0,3,50000.0,207224.44702377394,2035-06-03
14,97,0,1,117087.57938330757,210021.9248575801,2035-06-10
15,59,0,2,172675.43562772337,140331.46430828044,2035-06-17
31,59,0,1,100885.29828726602,130366.10759539244,2035-06-24
1,48,0,3,152949.21107947986,121028.69891180849,2035-07-01
3,41,0,3,172343.6250401349,111530.58762477807,2035-07-08
16,13,1,1,132872.53995711176,51677.52002935233,2035-07-15
23,45,0,2,158523.18854982854,113483.13290158717,2035-07-22
11,89,1,2,101863.37173576938,204048.56801935236,2035-07-29
12,53,0,3,139669.43601519766,130605.70071560908,2035-08-05
10,42,0,1,180510.80847946112,106435.05818877663,2035-08-12
32,63,0,2,157848.64804842172,151424.18896138232,2035-08-19
16,27,0,2,120673.43652180322,72801.89825126922,2035-08-26
8,38,1,3,161210.82021453965,108659.83638640169,2035-09-02
38,60,0,2,185730.48953183088,147151.39421850088,2035-09-09
12,7,0,1,50000.0,28669.79942207326,2035-09-16
24,5,0,3,207953.70324779488,40799.086386630916,2035-09-23
28,45,0,3,133187.2630659464,121288.67204224243,2035-09-30
8,58,0,1,171274.49666201152,137355.03924712678,2035-10-07
28,31,1,3,209862.3461822614,97279.7314091237,2035-10-14
36,23,0,2,81416.3151384767,64594.701589601056,2035-10-21
26,42,0,2,114527.94987862266,106088.89981913523,2035-10-28
8,10,0,1,135572.56520621476,40699.171510275344,2035-11-04
28,32,0,2,110812.32394377858,85930.3008777292,2035-11-11
28,53,0,1,236746.8287918404,128797.9508001743,2035-11-18
37,30,0,1,107161.39530866037,78770.79330808391,2035-11-25
41,39,0,2,122222.66102565668,103035.52492871812,2035-12-02
36,31,0,1,160219.45158014883,83908.2441080365,2035-12-09
27,82,0,2,89892.52369619557,186418.60056295345,2035-12-16
17,2,0,3,130215.9644121868,29036.774280584086,2035-12-23
9,78,0,3,165872.66306250874,184793.43363197288,2035-12-30
33,77,0,1,133356.97978087445,174226.3846654768,2036-01-06
20,93,0,2,145330.65705500258,207364.71139337565,2036-01-13
13,12,0,2,123533.39437758146,46813.71172847682,2036-01-20
28,39,0,3,74276.48454096165,98730.43090016747,2036-01-27
29,66,0,3,166079.66056696192,158038.2224785785,2036-02-03
13,96,0,2,237746.65358236208,220265.98929370285,2036-02-10
35,13,0,1,150920.0815391719,47140.49262371884,2036-02-17
6,46,0,3,161263.20586237748,116684.69536296463,2036-02-24
18,27,1,1,184636.13775584297,83339.7784301579,2036-03-02
5,17,0,1,86533.47517266504,52470.6863152342,2036-03-09
25,95,0,3,235125.73290648026,219346.82977410225,2036-03-16
2,98,0,1,160116.4398211401,213930.65239815868,2036-03-23
10,60,0,1,231592.84495445545,144289.83308955992,2036-03-30
30,64,0,2,113348.35022380053,148775.53008346772,2036-04-06
45,88,0,1,240903.09612789121,201271.43572050062,2036-04-13
5,35,0,2,188757.77470173917,94711.65541277581,2036-04-20
33,70,0,3,177652.00429261793,163867.68649314088,2036-04-27
1,83,0,3,161701.2227176574,192308.36725928055,2036-05-04
18,30,0,2,137573.56909627753,82267.44023267724,2036-05-11
32,71,0,3,210026.58292369364,172768.6511957328,2036-05-18
11,74,0,1,157017.99349240234,167454.50032539802,2036-05-25
21,96,0,1,51646.51482064239,210939.67508777723,2036-06-01
26,98,0,1,94140.67691464987,209883.75274442896,2036-06-08
25,63,0,3,140707.71239036263,154657.72061512337,2036-06-15
22,28,0,1,165499.94915827774,76826.35951615767,2036-06-22
27,60,0,3,147170.5755550052,148077.6985224374,2036-06-29
13,79,0,1,210948.53948968317,181707.02994260163,2036-07-06
33,94,0,2,52444.906798068754,208901.35641195436,2036-07-13
34,37,0,3,157179.396825258,100084.24591215729,2036-07-20
41,93,0,3,59101.03873064226,205757.8110861765,2036-07-27
35,22,0,1,187985.61477420843,69240.28931325255,2036-08-03
1,68,0,3,145277.06427789986,162036.89192213072,2036-08-10
21,20,0,3,170980.4986012059,67992.1418773087,2036-08-17
6,96,1,2,106805.85197051169,220809.79642661518,2036-08-24
28,68,0,2,213973.24658288754,160634.7518449555,2036-08-31
17,91,0,1,202086.23320294256,206295.29345542565,2036-09-07
5,64,0,2,179177.2151505944,151779.07124460395,2036-09-14
31,17,0,1,143524.13765682795,53911.868171552655,2036-09-21
5,12,1,1,178992.86426475662,51094.20114400641,2036-09-28
38,22,0,1,114655.37160063256,59732.324857137755,2036-10-05
3,17,0,3,192777.7829510356,61081.21506191091,2036-10-12
23,10,0,2,232474.04471619605,50325.848020636084,2036-10-19
37,65,0,1,203530.5279989593,154948.90877711755,2036-10-26
37,22,0,2,113519.87650962952,65550.714670827,2036-11-02
10,90,0,1,168070.86586365514,201889.79021020856,2036-11-09
10,82,0,2,85342.92281206761,183678.66112933046,2036-11-16
19,50,1,2,178619.51555878378,132644.14254959516,2036-11-23
17,14,0,1,172530.17064312694,49225.803376568016,2036-11-30
21,64,0,3,56509.1830233918,150289.14333543926,2036-12-07
14,47,0,2,91910.80780438181,116887.60067850322,2036-12-14
9,29,0,3,135843.05516281165,82237.40978844877,2036-12-21
1,76,0,3,134957.0126429587,180865.42900114172,2036-12-28
45,36,0,1,89526.15322905974,86415.38484196624,2037-01-04
13,99,0,1,169448.9364676092,222731.73108560604,2037-01-11
4,52,0,1,162573.6804470256,124383.33285444733,2037-01-18
1,76,1,2,140286.54340107404,179528.92967440313,2037-01-25
40,7,0,1,112210.42499208185,28830.500907238205,2037-02-01
32,29,0,1,202435.35632082817,80212.17838128602,2037-02-08
34,11,0,2,232770.35565441474,47558.90472066697,2037-02-15
28,33,0,2,125821.92580767315,87075.80359963671,2037-02-22
31,6,0,1,119391.65414225897,30694.96077553519,2037-03-01
8,79,0,1,174560.38327059982,181643.60239247582,2037-03-08
39,32,1,1,132098.5310126507,89020.13325343379,2037-03-15
26,51,0,1,143030.1399668383,122766.86030514413,2037-03-22
34,75,1,3,186982.65758623357,181158.09410162055,2037-03-29
3,58,0,3,54532.195624635366,135965.1016020263,2037-04-05
12,87,0,1,215915.11624263346,201393.2058488343,2037-04-12
1,26,0,3,153634.02621646706,77211.29924129686,2037-04-19
44,98,0,2,129425.34277189098,221783.68364270916,2037-04-26
5,46,0,3,145538.29228892757,117790.79221668464,2037-05-03
30,98,0,3,148121.46775102595,222410.6492598383,2037-05-10
30,29,0,1,63439.934827753736,76312.72706184754,2037-05-17
17,4,0,3,224746.9113726618,40781.13041251041,2037-05-24
23,81,0,3,152066.2816135309,188381.68896011836,2037-05-31
15,99,0,3,172150.10652236876,224831.01921907536,2037-06-07
37,13,0,3,197577.48852870215,54767.033529390676,2037-06-14
21,39,0,2,98941.87712198499,99623.00891256348,2037-06-21
14,15,1,1,173673.59495176142,58466.28712132759,2037-06-28
2,29,0,1,136617.9454550603,77839.35699074132,2037-07-05
11,29,1,2,192338.53876082468,89854.69953408754,2037-07-12
39,75,0,3,50000.0,174776.71946454188,2037-07-19
38,32,0,2,145045.28498793655,88014.8834739264,2037-07-26
34,2,0,3,119858.96721080191,29616.254072549655,2037-08-02
38,47,0,2,171613.14753170777,115542.83572640525,2037-08-09
34,78,0,1,173502.2093684101,172413.65019476236,2037-08-16
18,84,0,1,114618.7052588987,187507.68672140528,2037-08-23
30,22,0,1,114391.30679119783,62529.91687699815,2037-08-30
15,75,0,3,144466.73157213352,175193.77122877722,2037-09-06
27,27,0,3,105167.88863423959,78745.45484008467,2037-09-13
34,67,0,2,192099.18477260636,159484.15178023648,2037-09-20
38,81,0,2,131539.6399776277,186832.54250014917,2037-09-27
33,56,0,1,50000.0,127672.22173651795,2037-10-04
24,92,0,3,131258.8971689097,208069.09828830516,2037-10-11
15,93,0,2,98072.80895780138,208883.97292580863,2037-10-18
30,21,0,3,68436.20922695272,63987.548311455226,2037-10-25
42,47,0,3,88128.66808887137,118459.50677178818,2037-11-01
17,80,0,1,155470.4235916485,179818.69976719684,2037-11-08
5,59,0,1,216432.04141241155,140521.9482996257,2037-11-15
29,84,0,3,165659.223693249,195451.29764503383,2037-11-22
4,6,0,3,119674.83058921302,37009.39881654802,2037-11-29
10,19,0,3,172795.20975853514,66599.41455866043,2037-12-06
17,57,0,3,127045.4844890504,138814.98271783302,2037-12-13
10,69,0,1,115269.98154184278,153090.77950955133,2037-12-20
17,3,0,2,92281.86658835078,25748.54556224076,2037-12-27
20,1,0,1,62408.559662414045,19708.064917408334,2038-01-03
24,58,0,2,130503.81467202774,137930.43857511517,2038-01-10
5,38,0,3,157902.6744960066,102402.36691977123,2038-01-17
34,15,0,2,145168.8164992555,55231.19383677465,2038-01-24
6,34,0,1,129201.65360263207,86036.13622561375,2038-01-31
2,61,0,1,102712.69696516095,137050.02841177225,2038-02-07
13,35,0,3,180412.30958424843,97699.35324016144,2038-02-14
43,64,0,1,84143.40400267075,144238.82229763607,2038-02-21
43,25,0,3,188801.39569217377,76507.57714510219,2038-02-28
11,24,0,1,99889.14905366377,65643.70054088581,2038-03-07
23,12,0,1,112378.23813234826,43601.923201110985,2038-03-14
16,18,0,3,76660.74046921615,58814.45990032517,2038-03-21
31,15,0,2,124929.89265571817,52860.45677815838,2038-03-28
11,80,0,1,198765.62292389895,186565.0965432258,2038-04-04
16,27,0,2,175781.4044221978,78103.31249799478,2038-04-11
8,72,0,1,198921.10560140177,167502.75254935943,2038-04-18
4,60,1,1,176107.1272966968,145786.92963963657,2038-04-25
40,46,0,1,94816.50857348154,108048.10598890013,2038-05-02
4,89,0,1,133460.53878362212,196503.21163234557,2038-05-09
25,17,0,2,110990.04354412686,54591.98503416297,2038-05-16
3,93,0,2,216528.745201952,213545.38885519185,2038-05-23
32,53,0,1,90160.56767868443,128206.17995733573,2038-05-30
3,8,0,1,194684.88446945554,37302.1573509211,2038-06-06
27,79,0,2,194647.69350543845,182899.134064041,2038-06-13
29,27,0,3,241481.01008580436,84947.80447806773,2038-06-20
32,46,0,3,129515.67036852513,118267.38121584576,2038-06-27
19,50,0,2,185616.1079790081,125807.90702285999,2038-07-04
21,71,0,1,250000.0,170068.19158789623,2038-07-11
5,3,0,1,119117.91615331516,20103.11166659534,2038-07-18
18,93,0,3,73247.98762338201,203888.53964077774,2038-07-25
28,64,0,3,55999.498304611814,148808.21857121028,2038-08-01
42,44,0,2,185635.60144306655,115476.38044724075,2038-08-08
22,53,0,3,55842.48959707082,124660.82841664235,2038-08-15
21,24,0,2,131384.04735310387,64553.93768826767,2038-08-22
6,60,0,3,171865.65935194804,148735.6417800358,2038-08-29
1,3,0,3,159258.7768414957,33450.25328948021,2038-09-05
5,20,1,3,171272.24320920862,70383.19534686158,2038-09-12
41,46,0,1,161114.4927900427,111084.64543806028,2038-09-19
12,15,0,1,213943.29066566966,51757.677094014136,2038-09-26
26,25,0,1,102384.18096306015,68340.27968310089,2038-10-03
34,94,0,3,116150.24307707344,211554.88160148764,2038-10-10
14,78,0,2,111367.02773645881,178556.47922477397,2038-10-17
26,71,1,2,191509.5905931305,166866.22620384773,2038-10-24
45,17,0,2,195019.92941975317,58037.29274073206,2038-10-31
27,84,0,2,172561.2659659254,190375.95537647416,2038-11-07
9,9,0,1,209174.68334449638,40946.052810479836,2038-11-14
26,38,0,1,91097.95663118098,92478.80231457877,2038-11-21
22,48,0,3,233361.20557755686,128263.74783866938,2038-11-28
30,60,0,3,226161.93108561292,146589.4230109605,2038-12-05
43,63,0,2,186781.09986228734,151430.03794577587,2038-12-12
17,86,0,1,239089.945438553,198071.17011835106,2038-12-19
26,2,1,2,67168.8396161113,32071.736853929473,2038-12-26
36,88,0,3,123777.59318686741,200225.3477171564,2039-01-02
1,72,0,3,113234.82696590238,169310.65855700016,2039-01-09
8,11,0,2,186073.96618786716,43695.97272426863,2039-01-16
35,64,0,3,97492.96301989272,147090.7357423686,2039-01-23
15,77,1,2,187874.75746687426,186083.2866249071,2039-01-30
22,81,0,1,218526.80719983566,185915.21977269565,2039-02-06
14,72,0,2,184760.14500419996,171595.03262980684,2039-02-13
26,21,0,1,164187.55118307506,60462.571781214254,2039-02-20
28,18,1,1,100606.33295496253,60070.120926805634,2039-02-27
23,94,0,3,107657.45169373177,216120.5082657743,2039-03-06
14,64,0,3,212480.94526483334,158463.4584799562,2039-03-13
24,82,0,3,188967.45019526663,193001.53552094544,2039-03-20
2,95,1,2,148049.0240311228,218419.56336320483,2039-03-27
45,38,0,2,129104.52271170547,95313.46322133346,2039-04-03
26,32,0,3,50000.0,88211.1458714207,2039-04-10
14,11,0,2,96457.37906577806,41601.153673678775,2039-04-17
7,45,0,3,245570.95435698616,122287.51423061536,2039-04-24
3,89,0,2,85977.22144987667,195172.79245935133,2039-05-01
23,33,0,1,159473.99106105402,84614.78022403714,2039-05-08
43,41,0,1,200372.19865975992,107888.78473143246,2039-05-15
45,8,0,3,87253.86659988537,38668.088752078584,2039-05-22
18,11,0,2,159235.52373905416,48868.3271390378,2039-05-29
38,86,0,2,196895.77687553276,197688.32752565958,2039-06-05
35,51,0,1,150624.96609536253,118847.4527588524,2039-06-12
15,88,0,1,250000.0,203284.13519946343,2039-06-19
25,41,0,3,66570.03705609024,103148.71721729329,2039-06-26
37,17,0,1,202936.42649419396,58544.19895174379,2039-07-03
28,76,0,3,141359.91313017678,178118.417391589,2039-07-10
10,46,0,1,188596.00774183375,111343.56393120595,2039-07-17
39,32,0,1,172065.3575849623,85931.85740998926,2039-07-24
17,79,0,2,113342.19014450017,184059.5557915306,2039-07-31
39,80,1,1,161449.819622967,187058.46389817726,2039-08-07
22,54,0,1,57104.927430085634,123740.21086549335,2039-08-14
26,86,0,3,180162.3750285697,202158.8055553423,2039-08-21
44,92,0,1,164907.92329952627,205666.73309538254,2039-08-28
25,20,0,3,181933.00843215513,68515.71888213335,2039-09-04
17,33,0,1,202905.9162543575,86962.04546839966,2039-09-11
13,74,0,1,168380.99201048556,169886.74565210348,2039-09-18
20,40,0,3,157404.4709899138,108941.11038232957,2039-09-25
25,32,0,2,105946.5831669354,83625.20485414672,2039-10-02
4,97,0,3,114388.96181754745,221568.43973337128,2039-10-09
10,2,0,3,209336.73100886654,33283.42450215308,2039-10-16
3,97,1,3,221816.77028529893,227315.29949118788,2039-10-23
41,33,0,2,138094.4781843973,90899.98806306036,2039-10-30
45,77,0,1,152300.1373626637,174041.41839665663,2039-11-06
18,30,0,3,104769.2812503117,85757.4938374878,2039-11-13
36,33,0,3,208637.84226337224,94848.37484865154,2039-11-20
22,77,0,2,183270.84118458893,179043.88977216964,2039-11-27
34,26,0,3,247060.87182318745,84340.16399982796,2039-12-04
8,22,0,1,106083.84614101305,62885.986422230664,2039-12-11
40,66,1,2,131099.60504908915,155563.91669155098,2039-12-18
44,38,0,1,161572.2961262786,94836.12732612515,2039-12-25
19,90,0,1,182324.47688628852,203975.04381389607,2040-01-01
42,46,0,2,139216.61812261838,114696.55772832783,2040-01-08
41,15,0,3,106351.94547731498,53270.134668322906,2040-01-15
37,98,0,1,194070.37644617856,215986.37079179398,2040-01-22
6,44,0,1,186056.76812727907,108143.36576381225,2040-01-29
26,49,0,1,104186.29497181375,112165.7174686668,2040-02-05
34,75,0,1,217772.1400552748,173686.0455653607,2040-02-12
45,61,0,2,208509.9354598302,147228.6216118294,2040-02-19
6,67,0,2,156714.82486238965,155902.56546114883,2040-02-26
37,6,0,1,153979.89311880182,32562.747805604187,2040-03-04
33,9,0,3,177702.88855579536,46613.085689495245,2040-03-11
22,6,0,1,106914.8464871871,34532.138188779245,2040-03-18
21,73,0,3,151501.5739582041,169551.3118587838,2040-03-25
6,95,0,1,50000.0,207818.76208660105,2040-04-01
6,32,0,3,193822.78227514678,94637.34223578748,2040-04-08
4,41,0,1,71925.33887790704,97038.08146514195,2040-04-15
